gene_symbol	logFC	AveExpr	t	P.Value	adj.P.Val	B
AC087499.9	-0.016824777	-1.856651419	-0.016795063	0.986808814	0.997910881	-5.745392394
RP1-66H9.1	-0.016824777	-1.856651419	-0.016795063	0.986808814	0.997910881	-5.745392394
RP11-267J23.4	-0.016824777	-1.856651419	-0.016795063	0.986808814	0.997910881	-5.745392394
SPRR4	-0.016824777	-1.856651419	-0.016795063	0.986808814	0.997910881	-5.745392394
AKR1B1P7	-0.017266756	-0.641108294	-0.01814921	0.985745359	0.997910881	-5.723818262
AURKC	-0.01740574	0.611963989	-0.023160672	0.981809954	0.997910881	-5.873600581
GTSF1	-0.017450949	2.147275508	-0.032128693	0.974768819	0.997910881	-6.097938078
C14ORF2	-0.017470821	3.423073953	-0.031317051	0.97540599	0.997910881	-6.22234189
HUWE1	-0.0174849	7.441198551	-0.034996385	0.972517711	0.997910881	-6.202274455
KBTBD4	-0.017560081	3.166946987	-0.037507299	0.970546867	0.997910881	-6.204648197
NEU4	-0.017634199	1.663432281	-0.028931382	0.977278933	0.997910881	-6.031049057
NBPF15	-0.017840699	4.47251301	-0.034609438	0.972821447	0.997910881	-6.257814794
H3F3B	-0.01790666	6.942155718	-0.034683973	0.97276294	0.997910881	-6.219027283
RP4-800O15.3	-0.017912205	-0.818514971	-0.023011122	0.981927386	0.997910881	-5.713179304
GOLGA8EP	-0.017938644	-0.175825422	-0.020481582	0.983913738	0.997910881	-5.766057452
VAV3	-0.018072072	3.658490492	-0.032870986	0.974186105	0.997910881	-6.235108158
FSCB	-0.018077368	0.617936991	-0.022300734	0.982485215	0.997910881	-5.874507594
TFCP2L1	-0.018125841	3.772637464	-0.034479983	0.972923064	0.997910881	-6.240119367
SPAG11A	-0.018126553	-1.473252264	-0.017676988	0.986116206	0.997910881	-5.716840185
CACNA1A	-0.018165028	6.571418544	-0.039949604	0.968630064	0.997910881	-6.229993948
TPM3P9	-0.0182266	4.191471261	-0.037654339	0.97043146	0.997910881	-6.253039737
HNRNPCL1	-0.018296139	-1.052580013	-0.020911558	0.983576085	0.997910881	-5.705328227
MYO18B	-0.018369139	3.907578736	-0.025685011	0.979827816	0.997910881	-6.245565135
FAM161A	-0.018417787	2.25430105	-0.034690534	0.97275779	0.997910881	-6.111563745
TCHH	-0.018423122	2.694934751	-0.031452496	0.975299659	0.997910881	-6.162300346
ARSJ	-0.018724488	3.011390604	-0.034139869	0.973190043	0.997910881	-6.192180077
FANK1	-0.018775839	2.340220967	-0.037224727	0.970768651	0.997910881	-6.122046116
SMAD2	-0.018888152	7.406705828	-0.041535038	0.967385867	0.997910881	-6.203229821
NPM1P29	-0.018912847	-1.265931333	-0.020398576	0.983978921	0.997910881	-5.708145846
GAPDHP58	-0.018912847	-1.265931333	-0.020398576	0.983978921	0.997910881	-5.708145846
CTD-2369P2.10	-0.019192959	6.057251485	-0.028993866	0.977229877	0.997910881	-6.243544579
MED15P7	-0.019252692	1.985858749	-0.026930114	0.978850197	0.997910881	-6.076598784
MTMR12	-0.019417444	4.550499063	-0.04147039	0.967436599	0.997910881	-6.258248666
CTNNA2	-0.019459905	2.532413965	-0.038651183	0.969649084	0.997910881	-6.144488824
TRBV12-4	-0.019513188	-0.288223232	-0.023581906	0.981479187	0.997910881	-5.753588201
AF146191.8	-0.019590913	0.25013557	-0.027132075	0.978691627	0.997910881	-5.820999499
HIGD1A	-0.01970925	2.395228717	-0.028396047	0.977699234	0.997910881	-6.128990202
RP11-63K6.1	-0.019965751	-0.647436269	-0.024281387	0.98092994	0.997910881	-5.723264393
HCAR2	-0.019973841	1.648090517	-0.035630509	0.972019963	0.997910881	-6.02858994
ACRC	-0.020142911	1.602084784	-0.032935059	0.974135807	0.997910881	-6.021933836
GTF2IRD2	-0.020395003	5.10624483	-0.047711958	0.962539284	0.997910881	-6.257823616
DCUN1D1	-0.020678055	3.521109257	-0.039592908	0.968909999	0.997910881	-6.227799598
SLC17A5	-0.020698276	4.010660919	-0.045997592	0.963884279	0.997910881	-6.248054398
FOSL2	-0.020823034	8.014710895	-0.043677664	0.965704544	0.997910881	-6.180747333
DYNLT3	-0.020854912	2.545278239	-0.038592059	0.969695487	0.997910881	-6.145940536
SYCE2	-0.020889015	0.110636502	-0.030294419	0.976208822	0.997910881	-5.801678935
TCF7L1	-0.02094877	4.003541415	-0.048011136	0.962304578	0.997910881	-6.247744102
G0S2	-0.021019602	3.084060327	-0.026897565	0.978875753	0.997910881	-6.198442444
PAPPA2	-0.021037552	2.749394322	-0.040582798	0.968133144	0.997910881	-6.167596035
AGAP1	-0.021066076	5.806825035	-0.043367094	0.965948238	0.997910881	-6.248293215
DCTN3	-0.021124358	3.358213255	-0.044254116	0.965252228	0.997910881	-6.21780818
CTD-2345H1.1	-0.021211463	-1.034424285	-0.024605829	0.980675185	0.997910881	-5.705274075
CRHR1-IT1	-0.021237081	4.592273743	-0.046786472	0.963265354	0.997910881	-6.258326627
ASB11	-0.021243912	-0.127820429	-0.024303293	0.980912739	0.997910881	-5.771375742
FGA	-0.02125023	0.990435734	-0.033871241	0.97340091	0.997910881	-5.930126761
CA9	-0.021304652	1.643374147	-0.022933768	0.981988127	0.997910881	-6.028273922
MOV10	-0.021438542	4.956517879	-0.046447478	0.963531313	0.997910881	-6.258747488
IGHV3-23	-0.021492019	4.20244927	-0.032727059	0.974299089	0.997910881	-6.253456805
C1ORF115	-0.021536492	3.089415991	-0.039776402	0.968765992	0.997910881	-6.198445957
CD177P1	-0.021538058	1.172967435	-0.033955591	0.973334697	0.997910881	-5.957763007
MGMT	-0.021577855	3.43841596	-0.047533154	0.962679559	0.997910881	-6.222604978
VIPR1	-0.021660325	4.197786035	-0.038691326	0.969617579	0.997910881	-6.253136916
TMEM218	-0.021678985	3.619583888	-0.048379071	0.962015936	0.997910881	-6.232535784
RP11-603B24.1	-0.021767314	-0.530509559	-0.020623403	0.983802368	0.997910881	-5.731759083
CLDN24	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
COPS5P1	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
RPS23P10	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
GM2AP2	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
RP13-235E23.1	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
RP11-927P21.6	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
RP11-123G9.1	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
RP11-126O22.11	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
RP11-160C18.5	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
LIPN	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
MTCO3P31	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
RP11-767C6.1	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
NPM1P45	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
RP11-216P16.6	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
RP11-315O8.1	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
RAC1P7	-0.021869034	-1.977508113	-0.023141607	0.981824924	0.997910881	-5.753691047
N4BP3	-0.021979222	4.007060916	-0.046851317	0.96321448	0.997910881	-6.247905898
RPL29P2	-0.022037071	-0.290194137	-0.029483046	0.97684582	0.997910881	-5.753228102
HMGB3P9	-0.022051021	-0.411050831	-0.029555945	0.976788587	0.997910881	-5.741637683
PPP1R12C	-0.022092285	6.377630535	-0.04754665	0.96266897	0.997910881	-6.234969493
BLZF2P	-0.02218543	-1.265931333	-0.027421992	0.978463998	0.997910881	-5.707986632
ANGPTL8	-0.022195255	-0.540511931	-0.024454382	0.980794103	0.997910881	-5.730921846
RAX	-0.022264392	1.429683474	-0.035173373	0.972378785	0.997910881	-5.996329985
BRCC3	-0.022270266	3.133825321	-0.048861717	0.961637313	0.997910881	-6.201625984
KIF20B	-0.022280413	2.407316754	-0.041190032	0.967656609	0.997910881	-6.129960609
MTRNR2L4	-0.022292155	1.832030216	-0.040947881	0.967846639	0.997910881	-6.05480763
ICAM1	-0.022374117	5.737622574	-0.027741607	0.978213055	0.997910881	-6.250155339
TTL	-0.022376162	6.553078658	-0.047108408	0.963012783	0.997910881	-6.23019899
FAM118B	-0.02240853	2.475002436	-0.039978025	0.968607759	0.997910881	-6.137915617
FLOT1	-0.022483996	5.454942226	-0.0451803	0.964525521	0.997910881	-6.254124903
FAM90A23P	-0.022546599	-0.383275852	-0.028248924	0.977814744	0.997910881	-5.744244112
APOL4	-0.022689987	6.398990545	-0.042768906	0.966417628	0.997910881	-6.234616909
NPIPA3	-0.02273063	-1.808400317	-0.026483781	0.979200641	0.997910881	-5.740966816
OR10AA1P	-0.02273063	-1.808400317	-0.026483781	0.979200641	0.997910881	-5.740966816
RP11-33A14.3	-0.02273063	-1.808400317	-0.026483781	0.979200641	0.997910881	-5.740966816
CTD-2278B20.1	-0.02273063	-1.808400317	-0.026483781	0.979200641	0.997910881	-5.740966816
NXF3	-0.022781068	2.246941374	-0.044196687	0.96529729	0.997910881	-6.110252315
KCTD20	-0.022797824	4.809275395	-0.047020777	0.963081532	0.997910881	-6.259050699
RP11-215I16.1	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
RPS26P5	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
OR2T8	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
RP11-3K24.3	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
RP11-138C24.2	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
DPRXP7	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
RP11-597K23.1	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
RP11-580P21.1	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
CYCSP27	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
LCN1P2	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
PTGER4P3	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
AC007228.8	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
CTD-2358C21.2	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
CTC-339O9.2	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
AC013470.6	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
AP000358.5	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
RP13-539F13.2	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
RPL21P111	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
RPL23AP38	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
SUGT1P2	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
RPS20P32	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
UBE2V2P2	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
IGKV1-37	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
RP11-177A2.5	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
NDUFS5P6	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
RP11-1394O16.1	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
HNRNPA1P32	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
GSTA7P	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
RP1-197J16.2	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
SAMM50P1	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
DUX4L52	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
CNN2P11	-0.022955461	-2.139317055	-0.026200135	0.979423351	0.997910881	-5.764985208
ANAPC15	-0.022968638	4.044473587	-0.053416696	0.958064532	0.997910881	-6.248684956
TSLP	-0.02304631	0.894658869	-0.03513308	0.972410413	0.997910881	-5.915601511
RP11-339B9.1	-0.023049479	0.962039373	-0.030956175	0.975689298	0.997910881	-5.925929105
TCL1B	-0.023051558	1.390720503	-0.039230401	0.969194498	0.997910881	-5.990344339
CNOT6	-0.023078176	3.912924451	-0.043846762	0.965571859	0.997910881	-6.245091862
QRSL1	-0.02322499	3.149187944	-0.044669188	0.964926548	0.997910881	-6.203019007
POC1B-GALNT4	-0.023478133	-0.53746729	-0.021786004	0.98288941	0.997910881	-5.731210191
OSR1	-0.023514408	5.108457936	-0.036112788	0.971641411	0.997910881	-6.25830536
ZBP1	-0.023620814	3.210926387	-0.048930856	0.961583076	0.997910881	-6.207437711
RP11-536C10.3	-0.023702012	5.885183124	-0.046416889	0.963555312	0.997910881	-6.246574873
RP11-350J20.9	-0.023728075	0.952101467	-0.03766985	0.970419286	0.997910881	-5.924202634
FCF1P1	-0.023884959	-0.818514971	-0.029494538	0.976836798	0.997910881	-5.713017735
RIMKLA	-0.023893198	2.546611365	-0.046765934	0.963281468	0.997910881	-6.145736746
FCAR	-0.023999043	3.100371628	-0.046995544	0.963101329	0.997910881	-6.19901702
KCNE4	-0.024086918	5.84112475	-0.053504371	0.957995772	0.997910881	-6.247102803
TM4SF18	-0.024204192	1.835313866	-0.035517573	0.97210861	0.997910881	-6.055477095
RBPJL	-0.024354441	1.161934814	-0.031589776	0.975191889	0.997910881	-5.956175021
TAF1B	-0.024497547	2.545146185	-0.049546828	0.961099878	0.997910881	-6.145435657
PHB2P1	-0.024636036	-1.203532081	-0.024102864	0.981070119	0.997910881	-5.706402947
GSTZ1	-0.024848087	4.054459499	-0.05290353	0.958466999	0.997910881	-6.248991881
PSMB11	-0.024873527	-0.10717579	-0.028489642	0.977625751	0.997910881	-5.773701811
RP4-665N4.4	-0.024938844	-1.203532081	-0.024447404	0.980799582	0.997910881	-5.70639502
CTD-2568A17.1	-0.025179479	1.795421179	-0.044872075	0.964767359	0.997910881	-6.049458286
PFN1P11	-0.025386299	-1.284436552	-0.027381189	0.978496035	0.997910881	-5.708558668
RPL7L1	-0.025402631	6.179127263	-0.056579057	0.955584615	0.997910881	-6.239498414
SMIM7	-0.025411977	4.566820504	-0.058162989	0.954342675	0.997910881	-6.257520851
SLC4A7	-0.02564434	5.796705552	-0.041957501	0.967054347	0.997910881	-6.248549959
SENP5	-0.025653558	4.75867193	-0.056783853	0.95542403	0.997910881	-6.258473605
ACTL6B	-0.025720079	1.621051944	-0.046564575	0.963439444	0.997910881	-6.024190502
PTPN7	-0.02573729	3.728570213	-0.054923681	0.956882701	0.997910881	-6.237353098
EVX2	-0.025761611	1.691760907	-0.040307026	0.968349563	0.997910881	-6.034803173
TBC1D2B	-0.025778801	5.848708643	-0.059649705	0.95317707	0.997910881	-6.246594884
TTC19	-0.025795657	4.172447737	-0.050659474	0.960227105	0.997910881	-6.252037182
C16ORF96	-0.025916301	1.739738173	-0.037585346	0.97048561	0.997910881	-6.04178826
ZBTB7C	-0.026080743	4.619457849	-0.039132141	0.969271614	0.997910881	-6.258857258
CFI	-0.02608814	3.585977552	-0.053563003	0.957949789	0.997910881	-6.230568241
ING4	-0.026129454	4.381705894	-0.058199909	0.954313727	0.997910881	-6.255489443
C4B	-0.026161822	4.054272882	-0.043683771	0.965699752	0.997910881	-6.249442552
LDB1	-0.02627546	5.974687189	-0.058679755	0.953937511	0.997910881	-6.244045848
MED11	-0.02629219	1.86099261	-0.04437433	0.965157903	0.997910881	-6.058728901
ETNPPL	-0.026303688	1.390024504	-0.036471604	0.971359773	0.997910881	-5.990344424
HHIPL1	-0.026478555	4.460756916	-0.054480487	0.957230258	0.997910881	-6.256773281
TMEM110-MUSTN1	-0.026810956	2.486258072	-0.048723265	0.961745924	0.997910881	-6.138800512
MTND2P22	-0.026919018	-1.53009175	-0.030791015	0.975818959	0.997910881	-5.719653734
MRPS21P9	-0.026919018	-1.53009175	-0.030791015	0.975818959	0.997910881	-5.719653734
CCNT2P1	-0.026919018	-1.53009175	-0.030791015	0.975818959	0.997910881	-5.719653734
FYTTD1P1	-0.026919018	-1.53009175	-0.030791015	0.975818959	0.997910881	-5.719653734
SLC26A4	-0.026999342	1.733527804	-0.044902578	0.964743425	0.997910881	-6.040597576
FAM45A	-0.027046624	3.508854666	-0.058577747	0.954017488	0.997910881	-6.226150757
RPL5	-0.027138466	6.402259365	-0.047492939	0.962711108	0.997910881	-6.234311158
TRIM41	-0.027156008	5.784714745	-0.061378008	0.951822196	0.997910881	-6.247748525
SPICE1	-0.02732516	3.953965939	-0.058308987	0.954228205	0.997910881	-6.245651771
CACNA1S	-0.027343701	2.648161647	-0.05283451	0.958521131	0.997910881	-6.156526043
NME5	-0.027451781	-0.029622581	-0.037742829	0.970362007	0.997910881	-5.783030467
PRR5	-0.027472412	4.347880794	-0.063288809	0.950324435	0.997910881	-6.254670844
IRX5	-0.027571898	1.692943318	-0.046242308	0.963692282	0.997910881	-6.034718945
NUP205	-0.027577427	4.613811569	-0.05750718	0.954856871	0.997910881	-6.257913086
RP11-1021N1.1	-0.027716276	4.27647274	-0.044557403	0.965014258	0.997910881	-6.254525461
NUP153	-0.027799589	5.788737636	-0.063211162	0.950385294	0.997910881	-6.247556536
ARRB2	-0.027807118	4.57813248	-0.057449796	0.954901865	0.997910881	-6.257649292
SLC35E3	-0.027847373	5.998239639	-0.063207339	0.95038829	0.997910881	-6.243254402
AC090945.1	-0.0280052	1.187053405	-0.046350918	0.963607071	0.997910881	-5.959397051
IL22RA2	-0.028038002	-0.832447326	-0.026350951	0.979304935	0.997910881	-5.712350404
CNTD1	-0.028066461	1.210163904	-0.045990036	0.963890208	0.997910881	-5.962910208
SLC6A16	-0.028341375	2.282937638	-0.05549446	0.956435102	0.997910881	-6.114178775
AC004893.10	-0.028342114	-0.336779861	-0.037138903	0.970836013	0.997910881	-5.748290006
OR4D7P	-0.028342114	-0.336779861	-0.037138903	0.970836013	0.997910881	-5.748290006
NR1D2	-0.028382762	5.007995166	-0.059960995	0.952933029	0.997910881	-6.257791471
DNASE1	-0.028424106	5.078993768	-0.062086147	0.951267107	0.997910881	-6.257216617
TPGS2	-0.028493654	4.982799312	-0.06344654	0.950200808	0.997910881	-6.257687495
LPIN1	-0.02858967	5.938820431	-0.063469211	0.950183039	0.997910881	-6.244506595
ZNF623	-0.028645573	6.120234776	-0.058430923	0.954132602	0.997910881	-6.240775446
KIF1A	-0.028669747	4.078976095	-0.048626631	0.961821731	0.997910881	-6.249900082
CSTF1	-0.028689695	3.148143901	-0.06309436	0.950476843	0.997910881	-6.201926471
HLA-H	-0.028812842	1.817765064	-0.04193649	0.967070834	0.997910881	-6.052766328
SRGAP1	-0.028908291	5.751202829	-0.065221904	0.948809394	0.997910881	-6.248125127
TESK2	-0.028919146	3.13934525	-0.052733188	0.958600597	0.997910881	-6.201859476
RPL10A	-0.028993539	6.500288605	-0.057110461	0.955167935	0.997910881	-6.231130119
EXD1	-0.029018551	1.501871461	-0.048218875	0.962141608	0.997910881	-6.006545522
PTPRE	-0.029084144	4.525391595	-0.061899911	0.95141309	0.997910881	-6.256948526
SLC20A2	-0.029117441	5.449473933	-0.037884666	0.970250684	0.997910881	-6.254514616
DNAJB8	-0.029201121	1.382119496	-0.04254222	0.966595509	0.997910881	-5.988923067
SEPT7P9	-0.02921722	0.123597978	-0.038133556	0.970055341	0.997910881	-5.803162688
NBEAP3	-0.029356696	1.21682665	-0.047279757	0.962878354	0.997910881	-5.963859606
ZNF737	-0.029359426	2.381709074	-0.052680218	0.958642142	0.997910881	-6.126393848
RP11-629O4.1	-0.029466548	-0.860438099	-0.035118485	0.972421869	0.997910881	-5.71081815
HSPA7	-0.029517689	2.748917521	-0.060535229	0.95248286	0.997910881	-6.166520999
RP11-430K21.2	-0.029557621	-0.871428669	-0.032610071	0.974390926	0.997910881	-5.710437545
UBE2I	-0.029560354	5.390267627	-0.066795679	0.947576116	0.997910881	-6.253767944
NF1	-0.029652993	6.350221006	-0.061330637	0.95185933	0.997910881	-6.234916464
OSBPL10	-0.02972897	7.671950888	-0.040513782	0.968187305	0.997910881	-6.193761099
TRIM52	-0.029751959	3.327820208	-0.065358527	0.948702325	0.997910881	-6.214683787
DPF2	-0.029797908	5.318143527	-0.069154109	0.945728207	0.997910881	-6.254480725
CNTNAP4	-0.02989518	1.73648705	-0.043559153	0.965797535	0.997910881	-6.041080155
MPPE1P1	-0.02994288	-2.058412584	-0.029734717	0.976648235	0.997910881	-5.75938
SPACA6	-0.030035254	3.554980728	-0.06061624	0.952419353	0.997910881	-6.228521772
SUPT4H1	-0.030070752	5.444601798	-0.049786992	0.960911486	0.997910881	-6.254050905
ATP8A2	-0.030167883	2.619181174	-0.047588916	0.962635812	0.997910881	-6.153654765
PYHIN5P	-0.030243594	-1.177512214	-0.033892761	0.973384017	0.997910881	-5.705676398
OR1M1	-0.030243594	-1.177512214	-0.033892761	0.973384017	0.997910881	-5.705676398
CPA5	-0.030252414	1.249821142	-0.051008856	0.959953055	0.997910881	-5.968671323
PTEN	-0.030287694	6.405454117	-0.066364377	0.94791409	0.997910881	-6.233126811
